timestamp,symbol,side,price,reason,pnl
2025-06-30 09:46:02.608,BINANCE_SPOT_SOL_USDT,BUY,149.97,VPVR valley at 150.85 with trendline support at 149.69,
2025-06-30 09:46:02.613,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 09:47:01.318,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0002
2025-06-30 09:48:03.987,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 09:49:00.437,BINANCE_SPOT_SOL_USDT,SELL,149.93,Support trendline broken,-0.0003
2025-06-30 09:49:00.439,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0
2025-06-30 09:50:01.196,BINANCE_SPOT_SOL_USDT,BUY,149.94,VPVR valley at 150.85 with trendline support at 149.94,
2025-06-30 09:50:03.500,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 09:54:00.444,BINANCE_SPOT_SOL_USDT,SELL,150.22,Support trendline broken,0.0018
2025-06-30 09:55:01.896,BINANCE_SPOT_SOL_USDT,BUY,150.1,VPVR valley at 150.85 with trendline support at 150.24,
2025-06-30 09:55:01.896,BINANCE_SPOT_SOL_USDT,SELL,150.1,VPVR peak at 150.02 with trendline resistance at 150.68,
2025-06-30 10:13:00.281,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0034000000000000002
2025-06-30 10:14:01.187,BINANCE_SPOT_XRP_USDT,BUY,2.17,VPVR valley at 2.17 with trendline support at 2.17,
2025-06-30 11:24:17.589,BINANCE_SPOT_XRP_USDT,SELL,2.18,Support trendline broken,0.0032
2025-06-30 11:25:08.999,BINANCE_SPOT_XRP_USDT,BUY,2.18,VPVR valley at 2.19 with trendline support at 2.18,
2025-06-30 11:25:08.999,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.19,
2025-06-30 12:23:00.525,BINANCE_SPOT_SOL_USDT,BUY,150.23,Resistance trendline broken,-0.0008
2025-06-30 12:24:01.938,BINANCE_SPOT_SOL_USDT,BUY,150.16,VPVR valley at 150.95 with trendline support at 150.42,
2025-06-30 12:30:00.377,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0005
2025-06-30 12:31:00.525,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 12:32:00.634,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0002
2025-06-30 12:33:03.209,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 12:34:09.734,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.001
2025-06-30 12:35:02.333,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.18,
2025-06-30 12:36:05.379,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0003
2025-06-30 12:37:00.317,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 12:38:01.677,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0002
2025-06-30 12:39:00.317,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 12:40:05.950,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0003
2025-06-30 12:41:00.427,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 12:42:00.607,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0
2025-06-30 12:43:02.050,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.17,
2025-06-30 12:44:02.716,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0006
2025-06-30 12:45:02.771,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:46:02.728,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0001
2025-06-30 12:47:05.692,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:48:14.605,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0006
2025-06-30 12:49:20.093,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:50:26.593,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0011
2025-06-30 12:51:28.513,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:52:38.784,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,-0.0003
2025-06-30 12:53:24.536,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:54:00.497,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0004
2025-06-30 12:55:01.809,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:56:02.857,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0001
2025-06-30 12:57:01.795,BINANCE_SPOT_XRP_USDT,BUY,2.18,VPVR valley at 2.18 with trendline support at 2.16,
2025-06-30 12:57:01.795,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.17,
2025-06-30 12:58:04.163,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0008
2025-06-30 12:59:01.016,BINANCE_SPOT_XRP_USDT,BUY,2.17,VPVR valley at 2.18 with trendline support at 2.16,
2025-06-30 12:59:01.016,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:00:03.866,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0003
2025-06-30 13:01:16.709,BINANCE_SPOT_XRP_USDT,BUY,2.17,VPVR valley at 2.18 with trendline support at 2.16,
2025-06-30 13:01:16.710,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:02:00.366,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,-0.0004
2025-06-30 13:03:01.642,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:04:16.793,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0002
2025-06-30 13:05:03.882,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:06:06.016,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,-0.0003
2025-06-30 13:07:01.181,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:08:04.824,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0005
2025-06-30 13:09:02.986,BINANCE_SPOT_XRP_USDT,SELL,2.17,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:10:02.039,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0004
2025-06-30 13:11:01.356,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.15,
2025-06-30 13:12:01.756,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0002
2025-06-30 13:13:00.589,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.15,
2025-06-30 13:14:00.629,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0
2025-06-30 13:15:01.668,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.15,
2025-06-30 13:16:03.341,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0001
2025-06-30 13:17:00.803,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:18:05.508,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0001
2025-06-30 13:19:01.109,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.17 with trendline resistance at 2.16,
2025-06-30 13:20:04.657,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.0007000000000000001
2025-06-30 13:21:00.422,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.16,
2025-06-30 13:22:38.544,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,-0.002
2025-06-30 13:24:02.711,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.17,
2025-06-30 13:24:13.913,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,-0.001
2025-06-30 13:25:20.195,BINANCE_SPOT_XRP_USDT,BUY,2.19,VPVR valley at 2.19 with trendline support at 2.17,
2025-06-30 13:25:20.195,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.17,
2025-06-30 13:26:25.432,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,-0.0
2025-06-30 13:27:16.902,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 13:28:00.500,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,0.0
2025-06-30 13:28:00.726,BINANCE_SPOT_SOL_USDT,SELL,151.29,Support trendline broken,0.0076
2025-06-30 13:29:05.444,BINANCE_SPOT_XRP_USDT,BUY,2.19,VPVR valley at 2.19 with trendline support at 2.18,
2025-06-30 13:29:05.444,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 13:29:06.194,BINANCE_SPOT_SOL_USDT,SELL,151.38,VPVR peak at 150.30 with trendline resistance at 152.17,
2025-06-30 13:30:00.828,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,0.0003
2025-06-30 13:31:14.204,BINANCE_SPOT_XRP_USDT,BUY,2.19,VPVR valley at 2.19 with trendline support at 2.19,
2025-06-30 13:31:14.204,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.19,
2025-06-30 15:08:29.093,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0038
2025-06-30 15:09:41.823,BINANCE_SPOT_XRP_USDT,BUY,2.18,VPVR valley at 2.19 with trendline support at 2.18,
2025-06-30 15:09:41.824,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 15:22:08.277,BINANCE_SPOT_XRP_USDT,BUY,2.17,Resistance trendline broken,0.0038
2025-06-30 15:31:40.618,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.17,
2025-06-30 15:31:41.159,BINANCE_SPOT_SOL_USDT,BUY,155.74,Stop loss hit,-0.0288
2025-06-30 15:35:39.339,BINANCE_SPOT_XRP_USDT,BUY,2.18,Resistance trendline broken,0.0002
2025-06-30 15:37:13.871,BINANCE_SPOT_XRP_USDT,SELL,2.18,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 15:38:50.298,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,-0.0031
2025-06-30 15:39:58.642,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.18,
2025-06-30 15:41:27.969,BINANCE_SPOT_XRP_USDT,BUY,2.19,Resistance trendline broken,0.0
2025-06-30 15:42:43.513,BINANCE_SPOT_XRP_USDT,SELL,2.19,VPVR peak at 2.18 with trendline resistance at 2.19,
2025-06-30 16:00:18.367,BINANCE_SPOT_SOL_USDT,SELL,157.84,VPVR peak at 157.11 with S/R zone resistance at 157.38,
2025-06-30 17:16:48.933,BINANCE_SPOT_SOL_USDT,BUY,157.0,Resistance trendline broken,0.0053
2025-06-30 17:17:18.044,BINANCE_SPOT_SOL_USDT,SELL,156.91,VPVR peak at 156.96 with trendline resistance at 154.04,
2025-06-30 17:18:50.383,BINANCE_SPOT_SOL_USDT,BUY,157.09,Resistance trendline broken,-0.0011
2025-06-30 17:19:26.196,BINANCE_SPOT_SOL_USDT,SELL,157.24,VPVR peak at 156.96 with S/R zone resistance at 157.83,
2025-06-30 17:20:35.156,BINANCE_SPOT_SOL_USDT,BUY,157.19,Resistance trendline broken,0.0003
2025-06-30 17:21:47.648,BINANCE_SPOT_SOL_USDT,SELL,156.99,VPVR peak at 157.15 with trendline resistance at 154.25,
2025-06-30 17:22:52.179,BINANCE_SPOT_SOL_USDT,BUY,156.91,Resistance trendline broken,0.0005
2025-06-30 17:23:43.967,BINANCE_SPOT_SOL_USDT,SELL,157.12,VPVR peak at 156.77 with S/R zone resistance at 157.83,
2025-06-30 17:24:35.118,BINANCE_SPOT_SOL_USDT,BUY,156.98,Resistance trendline broken,0.0009
2025-06-30 17:25:17.488,BINANCE_SPOT_SOL_USDT,SELL,157.07,VPVR peak at 156.96 with S/R zone resistance at 157.83,
2025-06-30 17:26:36.252,BINANCE_SPOT_SOL_USDT,BUY,157.1,Resistance trendline broken,-0.0002
2025-06-30 17:27:17.308,BINANCE_SPOT_SOL_USDT,SELL,156.98,VPVR peak at 156.96 with S/R zone resistance at 157.83,
2025-06-30 17:28:17.068,BINANCE_SPOT_SOL_USDT,BUY,156.91,Resistance trendline broken,0.0004
2025-06-30 17:29:00.590,BINANCE_SPOT_SOL_USDT,SELL,157.18,VPVR peak at 156.77 with S/R zone resistance at 157.83,
2025-06-30 17:30:01.514,BINANCE_SPOT_SOL_USDT,BUY,157.18,Resistance trendline broken,0.0
2025-06-30 17:31:01.237,BINANCE_SPOT_SOL_USDT,SELL,157.19,VPVR peak at 157.15 with S/R zone resistance at 157.83,
2025-06-30 17:32:06.769,BINANCE_SPOT_SOL_USDT,BUY,157.21,Resistance trendline broken,-0.0001
2025-06-30 17:33:07.262,BINANCE_SPOT_SOL_USDT,SELL,156.99,VPVR peak at 156.96 with S/R zone resistance at 157.83,
2025-06-30 17:34:02.223,BINANCE_SPOT_SOL_USDT,BUY,156.97,Resistance trendline broken,0.0001
2025-06-30 17:35:01.480,BINANCE_SPOT_SOL_USDT,SELL,156.94,VPVR peak at 156.96 with S/R zone resistance at 157.83,
2025-06-30 17:36:02.383,BINANCE_SPOT_SOL_USDT,BUY,156.7,Resistance trendline broken,0.0015
2025-06-30 17:42:01.354,BINANCE_SPOT_SOL_USDT,SELL,156.96,VPVR peak at 156.77 with trendline resistance at 154.11,
2025-06-30 17:43:10.869,BINANCE_SPOT_SOL_USDT,BUY,157.19,Resistance trendline broken,-0.0015
2025-06-30 17:44:20.339,BINANCE_SPOT_SOL_USDT,SELL,157.34,VPVR peak at 157.19 with S/R zone resistance at 157.83,
2025-06-30 17:45:11.584,BINANCE_SPOT_SOL_USDT,BUY,157.15,Resistance trendline broken,0.0012
2025-06-30 17:46:01.159,BINANCE_SPOT_SOL_USDT,SELL,157.21,VPVR peak at 157.04 with trendline resistance at 154.55,
2025-06-30 17:47:02.918,BINANCE_SPOT_SOL_USDT,BUY,157.21,Resistance trendline broken,0.0
2025-06-30 17:48:01.891,BINANCE_SPOT_SOL_USDT,SELL,157.0,VPVR peak at 157.12 with trendline resistance at 154.60,
2025-06-30 17:49:08.824,BINANCE_SPOT_SOL_USDT,BUY,157.12,Resistance trendline broken,-0.0008
2025-06-30 17:50:00.735,BINANCE_SPOT_SOL_USDT,SELL,157.14,VPVR peak at 156.94 with trendline resistance at 154.59,
2025-06-30 17:51:02.097,BINANCE_SPOT_SOL_USDT,BUY,157.18,Resistance trendline broken,-0.0002
2025-06-30 17:52:03.277,BINANCE_SPOT_SOL_USDT,SELL,157.0,VPVR peak at 156.94 with trendline resistance at 154.83,
2025-06-30 17:53:00.889,BINANCE_SPOT_SOL_USDT,BUY,156.97,Resistance trendline broken,0.0002
2025-06-30 17:54:02.048,BINANCE_SPOT_SOL_USDT,SELL,157.04,VPVR peak at 156.94 with trendline resistance at 155.87,
2025-06-30 17:55:01.352,BINANCE_SPOT_SOL_USDT,BUY,156.98,Resistance trendline broken,0.0004
2025-06-30 17:56:19.567,BINANCE_SPOT_SOL_USDT,SELL,157.0,VPVR peak at 156.76 with trendline resistance at 155.90,
2025-06-30 17:58:18.493,BINANCE_SPOT_SOL_USDT,BUY,157.21,Resistance trendline broken,-0.0014000000000000002
2025-06-30 17:58:39.618,BINANCE_SPOT_SOL_USDT,SELL,156.88,VPVR peak at 157.12 with trendline resistance at 156.49,
2025-06-30 17:59:16.823,BINANCE_SPOT_SOL_USDT,BUY,156.72,Resistance trendline broken,0.001
2025-06-30 18:02:25.956,BINANCE_SPOT_SOL_USDT,SELL,156.88,VPVR peak at 156.81 with trendline resistance at 156.93,
2025-06-30 18:03:12.963,BINANCE_SPOT_SOL_USDT,BUY,157.01,Resistance trendline broken,-0.0008
2025-06-30 18:04:39.617,BINANCE_SPOT_SOL_USDT,SELL,157.58,VPVR peak at 156.86 with trendline resistance at 156.93,
2025-06-30 18:24:19.870,BINANCE_SPOT_SOL_USDT,BUY,156.57,Resistance trendline broken,0.0064
2025-06-30 19:00:01.285,BINANCE_SPOT_XRP_USDT,BUY,2.24,Stop loss hit,-0.0208
2025-06-30 19:01:05.221,BINANCE_SPOT_XRP_USDT,SELL,2.24,VPVR peak at 2.22 with trendline resistance at 2.28,
2025-06-30 19:05:32.764,BINANCE_SPOT_SOL_USDT,BUY,156.17,VPVR valley at 156.14 with S/R zone support at 157.83,
2025-06-30 19:41:00.860,BINANCE_SPOT_SOL_USDT,SELL,157.21,Support trendline broken,0.0067
2025-06-30 19:42:00.446,BINANCE_SPOT_SOL_USDT,SELL,157.15,VPVR peak at 157.20 with trendline resistance at 157.02,
2025-06-30 19:59:14.452,BINANCE_SPOT_XRP_USDT,BUY,2.33,Stop loss hit,-0.0365
2025-06-30 20:00:27.171,BINANCE_SPOT_XRP_USDT,SELL,2.32,VPVR peak at 2.30 with S/R zone resistance at 2.30,
2025-06-30 20:58:01.200,BINANCE_SPOT_XRP_USDT,BUY,2.29,Resistance trendline broken,0.010700000000000001
2025-06-30 20:58:02.195,BINANCE_SPOT_SOL_USDT,BUY,156.94,Resistance trendline broken,0.0013
2025-06-30 20:59:14.001,BINANCE_SPOT_SOL_USDT,SELL,156.48,VPVR peak at 155.82 with trendline resistance at 155.76,
2025-06-30 21:00:01.393,BINANCE_SPOT_SOL_USDT,BUY,156.59,Resistance trendline broken,-0.0007000000000000001
2025-06-30 21:01:01.960,BINANCE_SPOT_XRP_USDT,SELL,2.29,VPVR peak at 2.29 with S/R zone resistance at 2.31,
2025-06-30 21:01:03.417,BINANCE_SPOT_SOL_USDT,SELL,156.65,VPVR peak at 155.82 with trendline resistance at 155.75,
2025-06-30 21:02:01.322,BINANCE_SPOT_XRP_USDT,BUY,2.29,Resistance trendline broken,0.0006
2025-06-30 21:02:01.500,BINANCE_SPOT_SOL_USDT,BUY,156.52,Resistance trendline broken,0.0008
2025-06-30 21:03:00.624,BINANCE_SPOT_SOL_USDT,SELL,156.5,VPVR peak at 155.82 with trendline resistance at 154.51,
2025-06-30 21:04:00.385,BINANCE_SPOT_XRP_USDT,SELL,2.29,VPVR peak at 2.29 with S/R zone resistance at 2.31,
2025-06-30 21:04:01.415,BINANCE_SPOT_SOL_USDT,BUY,156.19,Resistance trendline broken,0.002
2025-06-30 21:05:00.601,BINANCE_SPOT_SOL_USDT,SELL,156.26,VPVR peak at 155.82 with trendline resistance at 154.50,
2025-06-30 21:05:00.895,BINANCE_SPOT_XRP_USDT,BUY,2.29,Resistance trendline broken,0.0003
2025-06-30 21:06:00.785,BINANCE_SPOT_SOL_USDT,BUY,156.24,Resistance trendline broken,0.0002
2025-06-30 21:07:00.912,BINANCE_SPOT_SOL_USDT,SELL,156.12,VPVR peak at 155.82 with trendline resistance at 153.15,
2025-06-30 21:08:01.181,BINANCE_SPOT_SOL_USDT,BUY,156.31,Resistance trendline broken,-0.0012
2025-06-30 21:09:01.451,BINANCE_SPOT_SOL_USDT,SELL,156.18,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:10:00.256,BINANCE_SPOT_SOL_USDT,BUY,156.19,Resistance trendline broken,-0.0001
2025-06-30 21:11:01.926,BINANCE_SPOT_SOL_USDT,SELL,156.22,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:12:00.323,BINANCE_SPOT_SOL_USDT,BUY,156.32,Resistance trendline broken,-0.0006
2025-06-30 21:13:00.430,BINANCE_SPOT_SOL_USDT,SELL,156.41,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:14:05.177,BINANCE_SPOT_SOL_USDT,BUY,156.47,Resistance trendline broken,-0.0004
2025-06-30 21:15:01.224,BINANCE_SPOT_SOL_USDT,SELL,156.73,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:16:01.404,BINANCE_SPOT_SOL_USDT,BUY,156.63,Resistance trendline broken,0.0006
2025-06-30 21:17:00.585,BINANCE_SPOT_SOL_USDT,SELL,156.63,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:18:01.386,BINANCE_SPOT_SOL_USDT,BUY,156.66,Resistance trendline broken,-0.0002
2025-06-30 21:19:00.761,BINANCE_SPOT_SOL_USDT,SELL,156.74,VPVR peak at 156.63 with S/R zone resistance at 157.83,
2025-06-30 21:20:00.458,BINANCE_SPOT_SOL_USDT,BUY,156.7,Resistance trendline broken,0.0002
2025-06-30 21:21:01.305,BINANCE_SPOT_SOL_USDT,SELL,156.67,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:22:00.308,BINANCE_SPOT_SOL_USDT,BUY,156.38,Resistance trendline broken,0.0019
2025-06-30 21:23:00.968,BINANCE_SPOT_SOL_USDT,SELL,156.34,VPVR peak at 156.33 with S/R zone resistance at 157.83,
2025-06-30 21:24:04.551,BINANCE_SPOT_SOL_USDT,BUY,156.1,Resistance trendline broken,0.0015
2025-06-30 21:25:04.819,BINANCE_SPOT_SOL_USDT,SELL,156.1,VPVR peak at 155.82 with S/R zone resistance at 157.83,
2025-06-30 21:26:01.403,BINANCE_SPOT_SOL_USDT,BUY,156.15,Resistance trendline broken,-0.0003
2025-06-30 21:27:05.646,BINANCE_SPOT_SOL_USDT,SELL,156.29,VPVR peak at 155.82 with S/R zone resistance at 157.83,
